o'ssu,"age, stage"
be't'ki,girl
al'ii,girl
be't'ko',boy
me'nik \ dallakko',man
ammakko',woman
maanusham,human
o'ld'in,old woman
o'ld'o',old man
dukro',old age
yuvati,young unmarried girl
yuvo',young man
yuvan,young man
javnanapan,youth
yauvanam,youth
o'rsu,age
javnappan,youth stage
javnatvam,youth
phaila pradarshano',debut / maiden performance
harikhe'to',religious discourse with narration
puraatanavastu pradarshini,museum
naachu,dance
nat'anam,dance
sangeet,music
sangeetu vaibhav,musical concert
sinkaarlini,make up
ekaanki nat'kam,one act play
sabdu prakaasu darshano',music and light programme
sabdugunvi,loudspeaker
chitru,painting
sangeeta vaibhav,concert
keetusruti,pitch
gavnisthaan,pitch
staanaprayatno',pitch
mot'i vitte',magic
kalaa,art
kalaakaar,artiste
kaakshi,scene
graamiya naachu,a folk dance
je'to'mil'i khal'annaachu,a group dance
mallayuddu,wrestling
naachu,a folk dance
naachu kho't't'o',theatre
chitra veene',a musical instrument
vidhooshak,clown
ko'lu khaal,a native dance with sticks
sughad'i,"sound quality, tone"
ghad'i ut'aav,"sound quality, tone"
che'nt'e',a drum
tayaar ke'rnaar,producer
tayaarke'rni,production
svabhaashan ekaantu vachu,"monologue, soliloquy"
pad'udo',screen
tiraske'rnaav,screen
te'raa lo's,cinema
naachu kho't't'o',cinema theatre
haasyam,humour
nat'lo',dance
nat'vo',actor
nat'o',actor
nat'vi,actress
nat'i,actress
nachini,acting
khal'ni naachu,dance drama
nachana naachu,dance
nat'ana naachu,dance
naadu,harmony
nasuraal,a pipe musical instrument
need'aa los,photograph
lalita kalo',fine arts
vivaadu sadas,debate
bharata naat'yo',bharatnatyam
mullavi,the first stanza of a musical composition
bhavdul,musician
geet',song
gavna ivaibhav,vocal concert
geetu vaibhav,vocal concert
gavnaar,singer
geeti,song
sanaar,spectator
vayalin,fiddle
need'aa losa,photograph
venu,flute
vastu pratarshinee,exhibition
kaalakshepu,pastime
dinnu gamd'ini,pastime
dond'o',a musical-rhythm instrument
me'ddal',a musical instrument
nagaro',drum
laghu sangeet,light music
manch,stage
che'ndur rhe't'o',giant wheel
rasiko',fan
raag,tune
vachan,dialogue
banaalu ve'd'ik,pyrotechnics/fire display
vavjini vaadyo',instrumental music
akaasu dhvani,radio
vitte',magic
veene',veena
ve'd'ik,entertainment
khel',entertainment
khe'llal,entertainment
svaro',voice
upbuवo',fig
pho'nnisu po'l'l'o',a kind of small jack fruit
jhaad'upo'l'l'o',pineapple
aappal',apple
aaranji,orange
boru po'l'l'o',Indian cherry
pe'rchchampo'l'l'o',date fruit
kaylo',unriped fruit
chippo',coconut shell
ko't't'e',nut
chappot't'aa,sapota
seetaa po'l'l'o',sita fruit
keet,petal of the cluster fruit
takkaal'i,tomato
darboos,water melon
tiraaksho',grapes
to'vd'o',skin of the fruit
do'ri,fibre
naaro',fibre
veet',a variety of fibre lime
je'mbu po'l'l'o',black berry
sukke'naral',fully ripped coconut or any fruit
nendiram ke'l'o',banana
pappaal'i,papaya
taad'i po'l'l'o',palmyra palm fruit
pinda po'mbul'a po'l'l'o',tender fruit
bherikaylo',a kind of pear-wood apple
kachchambo',raw mango
dat'impo'l'l'o',pomegranate
kachchambaa bo'l'l'o',mango fruit
muntiri,cashew
muntirik ko't't'e',cashew nut
ke'l'o',banana fruit
val'kaa po'l'l'o',cucumber fruit
abbunaa,will not get
junnaa,will not get
abbay,will get
jud'ai,will get
nhee,will not be available
kal'aanaa,do not know
kal'aay,know
o'ppaanaa,do not like
o'ppaay,like
vivarpo'nnaa,do not understand
vivarpo'd'ay,understand
phurnaa,not enough
phuray,enough
musunaa,not possible
she'kkunaa,not possible
musay,possible
she'kkay,possible
no'kko',do not want
paje'nhee,do not want
paje',want
jhul,leech
chiglo',squirrel
samchal'i,lacerta interpunctula lizard
sasarpaanjhul,centipede
go'ru kaanum kid'o',round worm
usu usaale',winged white ant
jhuru,"lick, dog flea"
mungi,ant
hundir,rat
saral',"chameleon, garden lizard"
chaat'o',black ant
gandho'li,wasp
ge'ndhal,wasp
kankid'o',caterpillar
bando',cockroach
huti,white ant
kri'mi,germ
nugul,mongoose
nakul,mongoose
se'njiv,wasp
pisul'o',mosquito
maud'i,spider
lho'vva munki,small red ant
undir,mouse
kut'ki,flea
sund'i,dragon fly
bhe'rkal'i,frog
bheli,toad
vinchu,scorpion
maimhagi,honey bee
gisl'o',snail
go'rammo',butterfly
kauskid'o',silkworm
paalo',house lizard
saap,snake
andu,silver fish
kid'o',worm
aul'i,ant hill
abbu,small insect
gombe',centipede
joom,louse
siddat',earthworm
jijjil,glow worm
dhe'guno',bug
pingu mungi,"big red ant,"
aal'i,beetle
thol',grass hopper
go'llo'r,locust
do'bbi,keepwide
jaa,go away
koog,cock
het',"remove, separate"
angikaar,recognize
hallaat',to move
ut'gaat',subdue
ut'gi,to be subdued
haan,beat
landi,approach
se'nti,arrange
jee cher,To reach
jhaagi,close
unyaBcho' saa,see up
ghalle',wear
phirle',wear
mhavlayi jaa,be extinguished
mhauli,extinguish
kabille',embrace
le'gutta jaa,approach
parvaker,rebuke
ven ker,increase
aachcharyupot',wonder
adir,tremble
appile',apply like a paste
jhe't'pile',steal
saugala ker,gesticulate
bees,sit
boot',be immersed
budaat',immerse
amki,press
amkayi rhaa,be pressed
se'nti thov,be arranged
se'ntayirhaa,arranged
hoongidhool,become drowsy
khavjule',"itch, sieve"
dhaakghaal,frighten
be'duri pot',to be much afraid
dukkupo'd'l'e',lament
praartano'ke'r,pray
pe,drink
phulayirhaa,blossom
ayyarav po't',be disgusted with
krupo' ke'r,bestow favour
te'sayi pot',be crushed
lubbi,grind
alankaar ker,beautify /decorate
hallaat',move
alchi,rinse
shlaaghanake'rle,boast
dhoov,wash
bhavaat'taay,scream
lol pot',wander
lol po'd'at',make to wander
siral'jaat',make to wander
nashiinam ho',be destroyed
naashano' ho',be destroyed
nashiinam ker,destroy
sijvi,boil
sivji,boil
so'vd'i,loosen
rot',"cry, weap"
murgi,decay
murgayijaa,decay
amkayijaa,be pressed
bov,call
vaar,take handful
mov,measure
mo'vji,measure
de,give
kavli,meddle
kal'aile',know
kat'ayijaa,be cut
kaat',cut
ghaam taay,beat strongly
dhaanukjaa,follow
anusari,follow
dhat'd'e',send
anubavinchi,experience
po'ndi,experience
anumati,permit
ooham ker,guess
aakramo' ker,aggress
ho'vaat',make
ho,become
aashirvaat ker,bless
aaksheepano' ker,object
hindaal',swing
naach,"dance, swing"
khaal,"dance, swing"
aadaro' ker,support
addini de,support
o'ppile,accept
arumpamke'r,begin
re'chcho'taay,make noise
deerttubud'at',give holy bath
parishodhano' ker,research
se'chchile,think
bood',immerse
bud'vi,immerse
saisi,rule
nivaat',cool
nival'l'e',be cooled
dhuvesh ker,despise
che'ri jaa,agree
suti taay,tune
the't'ki po't',stumble
put't'i po't',be demolished
pho'd'itaay,demolish
thov,"put, wear"
ghal'l'e,"put, wear"
ne'skili jaa,sqeeze
orpuke'rle,accept
cher,be joined
che'rchchi,join
miski,closing eyes for a second
kaam ke'raat',"direct, operate"
dhamaat',"direct, operate"
kaam ker,"be moved, be operated"
dhaam,"be moved, be operated"
sangi,tell
moos,can
uruv ker,compose
orppu ke'rle',agree
bheeg maay,beg
dayo' ker,show mercy
so'mpu po'ndi,enjoy
kabaat',"to protect, save"
rakshano'ker,"to protect, save"
deevat'o' ker,double
rhaa,be
handaar pot',be dark
rhavaat',make sit
gho'vli,cough
handaarkana irhaa,be dark
raak aval'l'e',get angry
raak anle,get angry
he'mpi,breath hard
rhaa,to be
javal'l'e',lose
huttir,get down
ut'chi,pull
khinchi,pull
dhilla rhaa,be loose
ko'mbulaabhaav se'ra rhaa,have tender feeling
taatker,to spin
pal't'o'ker,melt
pal't'o'ho,melt
daatde'kkaat',grin
o't'chi,filter
irkki,tighten
ghe'd'i pot',become hard
ke'ruv pot',be proud of
mor,die
hootturaat',get down
hoottir,decend
pe'rppi,spread
se'nti,draw water
ke'nji,beg
gul'l'e' rhaa,be sweet
jo'd'unchi,get
jen,give birth
sookhampo'ndi,enjoy
rot',shed
do'l'aam pani sot',shed
uchchaarano' ker,pronounce
hud'aat',wake up
ivar pusile',enquire
ghalle',dress up
phille',dress up
phut't'i jaa,be broken
phot',break
khaa,eat
uruv ker,make
utpatti ker,make
sookkaat',dry
sookki jaa,dry
unl'e',feel
janle',feel
unnaat',make to feel
janaat',make to feel
dhye'yu,"decide, aim"
lakshyu,"decide, aim"
sahaavker,help
vilinchi,shake off
uncho' aav,rise
laal,shed off
laat,kick
do'bbi,push
phuggi,swollen
pho'vnapanker,treat
buddi sangi,advise
vavri,use
ubayok ker,use
dhoov,spit
uncho' tukki,lift
ges,rub
so'laye',be peel
sol,peel
ke'rngaat',melt
ke'rurge'ya,melt
dhul'aat',roll
roop ke'rle',figurate
doos,take out
dhool,roll
ge'sayayo',be rubbed
vadayo',tell
sookki,dry
sookkaat',Dry up
ulaas ker,wander
hulppi,shake
heelppayi rhaa,be shaken
ulayi rhaa,be disordered
ulayi javaat',disorder
so'mpu,enjoy
saanti,enjoy
tot saa,compare
meet'kan se,be salt tasty
ad'd'am pot',meddle
lol pot',suffer
junni,plough
paat' pot',work hard
anartta vaat ker,babble
ksheen ho'yi jaa,be destroyed like a log
inkayi jaa,sprain
dukku po'ndi,worry
ninji,sleep
jhur,suck
chunt'i,pinch
ge'rjano' ker,roar
ghe'd'i bot',freeze
mo'nnum hibbi,get fixed in the mind
had'vi,think
dhairyam de,encourage
khavaat',feed
nhan jhe'gut'o',have petty quarrel
phoov,blow
jhirki,crawl
sot',pour
utjal ho,spring
gaat',plant
pot'padaal'ke'rle,to pull stomach in
mitaminchi jaa,over go
jaagrati ker,caution
andi,reach
landi,reach
je'y cher,reach
khal'le',take
khaat',take
mo'vji,count
mov,count
yattan ker,try
tirag hibbi,oppose
usil,jump
baan sot',shoot
je'l'i jaa,be burnt
jaal',burn
hoot',get up
likki,write
likhi,write
ge'llal ker,ridicule
visir,throw
jaa,go
he'to' pot',long for
gaal'd'e',scold
dhe'rle,hold in hand
e'chchaat',cheat
hungaat',cheat
e'chchat'ni pot',be cheated
hungayi jaa,be cheated
dhad'd'e',launch
prakshepano' ker,launch
ho'van rhaa,happen
hingaat',hoist
hingi,"climb, get into"
do'vsi,stick
mut't'irhaa,break
mud'jaa,break
mod',break
udgaat',control
udgi,be controlled
aasrayili rhaa,take shelter
vat'a ker,allot
orto' rhaa,take shelter
need'am rhaa,take shelter
paaraayano' ker,recite
phiriphiri men,recite
o'ppile',agree
okpo'kur ninchi,lie down on one side
sabdu ke'r,sound
dhvamsu ho,be destroyed
dhvamsu ker,destroy
ge'l'ii javaat',ooze out
ge'l'ii jaa,leak
likkile',hide
jo'linchi,"glitter, shine"
de'nd'ano' te,punish
che'rchi,join
o'gari ker,vomit
che'daav ho,raise
do'vd'i,drive
dhaam,run
uchchaat'ano' ker,read
che'vdi,read
paalano' ker,protect
sinayi jaa,tired
sheen,tired
havtan ke'rle',"think, recall"
havt'i,recall
hat'vi,recall
ko'gulaag,taste
peel',squeeze
se'ga ker,be sultry
suru pot',squeeze
gel',leak
bhandi,"bind, tie"
daat',cross
dhillo' ho,become loose
cho'd'd'apo'd'i javaat',smuggle
parvat ker,scold
chaav,bite
bisso' jaa,go fast
gusool'a,churn
nireekshano' ker,supervise
avanchaal sangi,predict
ke'trikke' ho'r kaat',cut by scissors
re'chcho' taay bhavaat' taay,shout
ghe'd'ibo'v,shout
kungaBgi rot',weep
khe'ni gaav,tell
vasno' de',be fragrant
ke'ra ke'ra ker,get irritation in throat
jhaay,"steal, hide"
meet'kani laag,be salty
kal'o' ho'stiso' jaal,burn black
abipraay po't',opine
ghulayi jaa,be dissolved
ke'ringi jaa,be dissolved
ghulaat',dissolve
ke'rungaat',dissolve
sikki,learn
kavli,"mix, stir"
misrano' ker,"mix, stir"
se'ddu taay,be noisy
kavlayirhaa,"be mixed, be stirred"
ashreniho',be shuffled
ashreni ker,shuffle
aakarshi,attract
bho'rijaa,"overflow, cover"
te'lkayi jaa,"overflow, cover"
hud'o' tid'o' ghalayi jaa,get upside down
dhillo'po't',be loose
het',remove
he'd'i taay,remove
dinnu javaat',be spent
bheet',subtract
so'vd'i,undress
seenpo'ndi,be tired
sikkaat',teach
doot peel',to milk
chut't'u pheervi,rotate
chut't'u pheer,go round
saapano' de,frown
po'l'l'o' ho,ripen
kabaat',protect
de'kkaat',show
pirev ker,love
sukki jaa,"dry, boil"
tappi jaa,"dry, boil"
kaylo' de',give fruit
tapaat',boil
abbal'l'e,get
po'd' rhaa,lying there
ningjaat',make lie down
khinkhinaat' kampano' ker,tremble
abbastiso' rhaa,available
kavli,stir
no'nt'ilichaal,limp
jhoor ut'chile',absorb
grahano' ker,absorb
bhat't'i jaa,be tore off
bhaat',tear off
nigil'aat',start
nigal',start
kavlisot',"poke, dig up"
shaakho' sot',branch out
do'sko' chut't'u pheer,feel giddiness
ghirki,scribble
ko'vri,tear
se'ddu sabo' ker,act like rattle
ghuvo' ker,carve out
vyavastho' nheettiso' ker,make disorder
vyavastho' nheettiso' ho',be disordered
aakarshano' ker,speak/act to attract
gusugusu ker,murmur
guddi,"fist, pinch"
chavi kaa,chew
dhunki,jump
kushaal ker,enjoy
hal'l'u guddi,pound gently
o'gari ker,feel vomiting
gopur ke'raste',pile up
guddi,beat with fist
mo'nnum hul'o' pe'vd'aya irhaa,Spurt out
lump_ile,be confused
lumpaat',to confuse
phulaaphulide'kkaat',show pimples
so'nto'sh po'ndi,rejoice
kudoohal po'ndi,rejoice
alvaat',shake
alli,shake
sammishrano' ho'yrhaa,Be shuffled
mulla phallo' ho'y rhaa,Be shuffled
kavlayi rhaa,Be shuffled
misrano' ker,Shuffle up
mulla phallo' ker,Shuffle up
kavli taay,Shuffle up
kunamingchiyi rhaa,be heaped up
kumingchi tho'v,heap up
lumpi,confuse
lumpayi rhaa,Be confused
go'l'ago'l'ayi vatto' ke'r,Babble
po'llam pot',become hole
po'llam ke'r,dig
po'llam ko'vri,dig
je'ta cher,assemble
kavlayi rhaa,mix
kavli,mix
snaan ker,take bath
aangu dhoov,take bath
sil'l'apot',become cold
guddi,Pound/thrash
kurchile',"mark, note"
nhanna ker,Shorten/lessen
unno' ker,Shorten/lessen
nhannaho',become small
mo'nnumkuskayi rhaa,pricked by conscience
unno' ho'yrhaa,decrease
unno' ker,decrease
o'ngi,bend
o'ngaat',bend
laaj,feel shame
laas,feel shame
lajjo' po'ndi,feel shame
che'rchi,add
che'rle,"join, increase"
haat je'ta che'rchchi,fold hands
re'chcha taay,shout
men,say
sangi,say
o'nki,bend
svaprataap ke'rle,Boast/brag
ke'ngji,plead for favour
magile',plead for favour
naash,spoil
nashano' ho,be spoiled
je'gungchi,win
jeeg,win
buskut't'i rot',sob
aiki,hear
ambat' rhaa,be sour
ho',be sour
gut't'utaay,beat
t'ankano' ker,carve
ko'tti,carve
tapayi jaa,boil up
hubbi,"swell up, boil up"
sujji,"swell up, boil up"
tonum go'l'o' ker,gargle
ton go'l'o' ker,gargle
tot',pluck
maar,kill
mo'raat',kill
phangit',winnow
mando' chet',become fat
tho'vle',have
bho'rvi,lit fire
lagaat',lit fire
chaav,munch
che'vnchi,munch
o'rpi,comb head
raak anle',get angry
bo'm,string
magile,request
me'nle,request
kshamo' ke'rle,tolerate
chit'uchid'aat',make crackling sound
shitili jaa,crush/deform
che'dilijaa,crush/deform
dkki,meet
meel,meet
se'ndevpot',doubt
chaat',Lick/suckle
jhoor,Lick/suckle
sabingchi,curse
chaal,happen
jo'd'ungchi,earn
dee che'rchi,Submit/send in
dhad'd'e,Submit/send in
nirvaah ker,manage
sanchaalano' ker,manage
le'gutto' jaa,go near
landi,go near
chaalho',Become mature
rutuho',Become mature
handi,cook
o'nt'yapo'gum o'ngi,tilt/slant
o'nt'yapogum o'ngaat',tiltslant
jhirki,slip
ko'nchina ivachan ker,talk amorously
sallaapu vachan ker,talk amorously
sinayi jaa,be tired
jhirki pot',slip
chuksangi,charge with/accuse
dosha aaropano',charge with/accuse
jhaay,close
sthiro' ker,establish
pok o'ngaBgi,incline
pok o'ngaBgaat',incline
no'mmili rhaa,depend on
o'rgaat',cause to lean
kal'aat',announce
prakat'ano' ker,announce
samt'ini pot',be caught
samt'i,be caught
raak de'kkaat',frown in anger
mo'ngaat',cause to moan
haavabhaav ker,cause to moan
mo'ngi,"whine, moan"
roopke'r,picturise
chittar ker,picturise
abbad'le abad'le,"occur, got"
che'dur,scatter
vikeernu ho'y jaa,scatter
che'duraat',scatter
vikeernu ke'r,scatter
ne'ski,crush
yosano' ker,think
luchchaat',shed
miski,winkle
chiraayni pot',be scratched
haas,laugh
so'vram ke'r,shave
romaancho' ho'yle,bristle up the hair/get the goosebumps
to'no' to'no' ker,talk without restraint
lho'vo' pot',become red
nhanna ho,become small
raak avaat',Provoke
uspi sot',Provoke
gavngchi,care
jeernuker,digest
mo'no' ker,sharpen
raak avad'al'e,Hiss/get angry
gurtu kal'aat',point out
bhunji,"roast, shoot"
laav,"roast, shoot"
mit't'i,flipping
pasto'kki,hesitate
shuddi ker,purify
tukki,carry
vaav,carry
tukkaat',make carry
ko'vri,scrape
kunki,"shrink, shorten"
akkuro'ker,"shrink, shorten"
kungayi jaa,"shrink, shorten"
akkuro' ho',"shrink, shorten"
avsar po't',Hasten/hurry up
guvni,roll
go'l'o' ker,roll
gunvayi rhaa,roll
go'l'o' ho'ya rhaa,roll
shvaaso' ker,breathe
ruchchi saa,taste
pheer,rotate
phirvii,rotate
phiraat',rotate
eenki,sprain
hind'i,"wander, rotate"
chut't'u pheer,"wander, rotate"
ko'vri,scratch
kreet'i ghaal,crown
ghaal,put
che'vunchi,suck
nhaan ho',become thin
chut't'ur rhaa,surround
che'kki,chop
d'hanki,carve
naama japo' ker,pray
praarthano' ker,pray
jeernuho',digest
ker,do
jirmaan ho,digest
turaat',insert
ghad'i ko'vri,calling attention by clearing throat
javaat',drive
dhamaat',drive
chubit'chu po'ndi,prosper
che'rchi,collect
uraav ker,save
jeecher,"join, reach"
che'rchi,"join, attach"
paaimpo't',worship
me'ngi,be attracted
bo't't'u pot',drop
chid'ukku taay,crack the finger
phulu po'vspot',rain down
turaat',put in/insert
te't't'u mut't'i,be deranged
te'nd'ano' de,punish
anchayi rhaa,reduce
anchi,reduce
te'ttal'inchi,struggle for life
te'lki,overflow
to'bunchaat',Make one escape
to'bunchi,escape
panmalke' pot',hesitate
darshano' ker,see
vivaat ker,argue
bo'van dhat'd'e',fetch
gho'nanko'naay ker,crawl
o'd'jaa,fail
allaat',be distressed
nheetto' ho'vaat',avoid
go'l'a go'l'aat',"stammer from joy, love, etc."
jo'linchi,"dazzle, glitter"
khavji,scratch
pareeksho' ker,test
cho'kkat' ho',be good
sheen lakayle',become tired
phut't'i pot',collapse
dhvamshu ho,collapse
bho'd'itaay,demolish
bho'ga bho'gayi rhaa,sizzle
tapayi rhaa,sizzle
rheele,stay
rhe'yle,stay
rhaa,stay
te't't'i,knock
laav,smear
phuggi,swell
avd'opo't',obstruct
hibbaad',obstruct
te'lkayi jaa,overflow
kabile,embrace
aalingano' ker,embrace
po't'ali bhandile,embrace
chubit'chukan rhaa,flourish
jo'linchi,shine
dhillo' pot',get loose
dhillo' ker,loosen
chikun,sprout out
mukur,sprout out
ankur,sprout out
che'kki,cut
o'nt'ikan rhaa,be alone
haan,attack
ghaam taay,attack
aakramano' ker,attack
savanke'rle,bear
vahile',bear
rhakki,Wait
tamasker,Wait
sthiro' ker,Wait
tamasker,delay
ullangi,leap
jhaangi,leap
khaaljaa,become low
khaalker,lower
pho'nni de',seasoning
tikki vatto' ker,stammer
khyaadi po'ndi,to become famous
keerti po'ndi,to become famous
be'dir,stun
gaald'e',scold
be'dir,Be astonished
ala po'ndi,Be at a loss
hubbas,be choked
tinchi,stuff
bho'rvi,stuff
gul'l'e' haao,be sweet
phirvi,turn
phir,turn
dhyan ker,meditate
ok ker,collect
je'to' ker,collect
gumpi,collect
peel',twist
se'rko' ker,correct
se'rko' ho,correct
so'mpi,to become very happy
santusht'i,to become very happy
hugud',open
khaa,eat tiffin
chitru ker,"paint, sharpen"
dher,touch
jalaat',burn
tirayi jaa,finish
tirchi,finish
tirmaan ke'r,decide
me'rpul ker,polish
ninchi,sleep
ho'ngu avad'l'e,sleep
harumbamke'r,begin
harumbam ho,begin
gund'e' halli,beat
po's,wipe
kut'ko' ke'r,make pieces
dhairyu po'ndi,Dare/ make bold
noov,praise
shlaaghano' ker,praise
thoov,spit
sigir,sneeze
te'rmi,chase
dhamaat',chase
bharaat' avaat',Show forth
turki,scrape
manji,make shine
shobhano'ho',be shining
gunji,wash
te'vd'i,search with hand
chigursot',sprout out
put't'o' ker,Pierce
so'd'd'i jaa,leave behind
che'd'vi,kindle
po's,clear
chilinchi,spray
chinkul pot',drizzle
yaachano' ker,beg
janle,Know
kal'aat',convey
taanhaan,be saturated
te'liv ho,"sift, be clear"
chilinche',spray
shigir,spray
che'diri,splash
hibbaat',stagnate
hibbi,stagnate
ve'kki,search
moogi,search
kunki,sob
dijayijaa,wear off
ges,"rub, iron"
dairyu de',console
je'to' che'rchi,collect
je'to'mal'aad',collect
lo'mbi,hang
tor,follow
haat',touch
ad'd'amvatto' ker,disturb by talking
the'lli lo'mbi,hang on
dhillo' so't',"be supple, become slack"
sol,peel off
gamd'ayi jaa,be lost
pe'rambam ho'y jaa,be lost
gamd'aat',lose
naam,pray
lagidhe'r,infect
dhe'rilaagi,infect
sabduker,sound
o'llo' ker,make wet
bijvaad',make wet
o'd'i jaa,Fail
saamur aav,"appear, seem"
