sourashtra_word,hindi_pronunciation,tamil_pronunciation,roman_readable,havard-kyoto,iast,ipa,meaning_english,meaning_tamil,category,source
ꢪꢾꢬ꣄ꢦꢸꢭ꣄,म॑र्पुल,மெர்புல்,me'rpul,mErpul,mĕrpul,meɾpul,shining,பளபளப்பு,Concepts,words
ꢙꣁꢭꢶꢛ꣄ꢗꢶꢥꢶ,जा॑लिञ्चिनि,ஜொலிஞ்சினி,jo'linchini,jOliJcini,jŏliñcini,d͡ʒolɪɲt͡ʃɪn̪ɪ,shining,பளபளப்பு,Concepts,words
ꢥꢸꢮꢶꢥꢶ,नुविनि,நுவினி,nuvini,nuvini,nuvini,n̪uʋɪn̪ɪ,praise,பாராட்டு,Concepts,words
ꢪꢾꢗ꣄ꢗꢶꢥꢶ,मेर्च्चिनि,மெச்சினி,me'chchini,mEccini,mĕccini,met͡ʃt͡ʃɪn̪ɪ,praise,பாராட்டு,Concepts,words
ꢯ꣄ꢭꢵꢕꢥꣁ,श्लाघना॑,ஶ்லாக4னொ,shlaaghano',zlAghanO,ślāghanŏ,ʃlɑːgʰən̪o,praise,பாராட்டு,Concepts,words
ꢩꢷꢒ,भीक,பீ4க்,bheeka,bhIka,bhīka,bʰiːkə,begging,பிச்சை,Concepts,words
ꢕꢾꢞꢶꢮꢵꢣ꣄,घ॑डिवाद,கெ4டி3வாத்3,ghe'd'ivaad,ghEDivAd,ghĕḍivād,gʰeɖɪʋɑːd̪,"stubbornness, obstinacy",பிடிவாதம்,Concepts,words
ꢣꢸꢬꢵꢔ꣄ꢬꢲꣁ,दुराग्रहा॑,து3ராக்3ரஹொ,duraagraho',durAgrahO,durāgrahŏ,d̪uɾɑːgɾəɦo,"stubbornness, obstinacy",பிடிவாதம்,Concepts,words
ꢦꢶꢬꢡꢶꢧꣂꢭ,पिरतिफोल,பிரதிபோ2ள்,piratiphola,piratiphola,piratiphola,pɪɾət̪ɪpʰoːlə,reward,பிரதிபலன்,Concepts,words
ꢪꢵꢫꣁ,माया॑,மாயொ,maayo',mAyO,māyŏ,mɑːjo,illusion,பிரமை,Concepts,words
ꢦꢱ꣄ꢒꢜ꣄ ꢬꢴꢥꢶ,पस्कट र्हनि,பஸ்கட் ர:னி,paskat' rhani,paskaT rhani,paskaṭ rhani,pəs̪kəʈ ɾɦən̪ɪ,backward,பின்தங்கல்,Concepts,words
ꢩꢷꢡꢶ,भीति,பீ4தி,bheeti,bhIti,bhīti,bʰiːt̪ɪ,fear,பீதி,Concepts,words
ꢥꢸꢮꢶꢥꢶ,नुविनि,நுவினி,nuvini,nuvini,nuvini,n̪uʋɪn̪ɪ,praising,புகழ்ச்சி,Concepts,words
ꢔꢸꢨꢸꢔꢸꢦꢵꢱ꣄ꢡꢿ,गुबुगुपास्ते,கு3பு3கு3பாஸ்தே,gubugupaaste,gubugupAste,gubugupāste,gubugupɑːs̪t̪eː,friction,புகைச்சல்,Concepts,words
ꢨꢸꢣ꣄ꢤꢶ,बुद्धि,பு3த்3தி4,buddhi,buddhi,buddhi,bud̪d̪ʰɪ,intelligence,புத்தி,Concepts,words
ꢆꢡ꣄ꢱꢵ,उत्साह,உத்ஸாஹ்,utsaa,utsA,utsā,ut̪s̪ɑː,refreshness,புத்துணர்ச்சி,Concepts,words
ꢔꢾꢠꢵꢡ꣄,ग॑णात्,கெ3ணாத்,ge'naat,gENAt,gĕṇāt,geɳɑːt̪,treasure,புதையல்,Concepts,words
ꢂꢪ꣄ꢨꢜ꣄,अम्बट्,அம்ப3ட்,ambat',ambaT,ambaṭ,əmbəʈ,sour taste,புளிப்பு,Concepts,words
ꢦꢮꢶꢡ꣄ꢬꢸ,पवित्रु,பவித்ரு,pavitru,pavitru,pavitru,pəʋɪt̪ɾu,sanctity,புனிதம்,Concepts,words
ꢒꢥ꣄ꢫꢵ,कन्या,கன்யொ,kanyaa,kanyA,kanyā,kən̪jɑː,girl upto 12 years,பெதும்பை,Concepts,words
ꢒꢷꢬ꣄ꢡꢶ,कीर्ति,கீர்தி,keerti,kIrti,kīrti,kiːɾt̪ɪ,glory,பெருமை,Concepts,words
ꢮꢾꢣꢸꢬ꣄ ꢮꢣꢶꢥꢶ,व॑दुर्वदिनि,வெது3ர்வதி3னி,ve'dur vadini,vEdur vadini,vĕdur vadini,ʋed̪uɾ ʋəd̪ɪn̪ɪ,interview,பேட்டி,Concepts,words
ꢩꢿꢡ,भेत,பே4த்,bheta,bheta,bheta,bʰeːt̪ə,difference,பேதம்,Concepts,words
ꢪꢶꢢꢥ꣄,मिथन,மித2ன்,mithan,mithan,mithan,mɪt̪ʰən̪,False,பொய்,Concepts,words
ꢥꣁꢮꢦꢥ꣄,ना॑वपन,நொவபன்,no'vapan,nOvapan,nŏvapan,n̪oʋəpən̪,Freshness,பொலிவு,Concepts,words
ꢂꢱꢹꢫꣁ,असूया॑,அஸூயொ,asooyo',asUyO,asūyŏ,əs̪uːjo,"greed, jealousy",பொறாமை,Concepts,words
ꢙꢮꢵꢨ꣄ꢣꢵꢬ꣄,जवाब्दार,ஜவாப்3தா3ர்,javaabdaar,javAbdAr,javābdār,d͡ʒəʋɑːbd̪ɑːɾ,responsibility,பொறுப்பு,Concepts,words
ꢱꢲꢥꢡꣁ,सहनतो,ஸஹனதொ,sahanato',sahanatO,sahanatŏ,s̪əɦən̪ət̪o,patience,பொறுமை,Concepts,words
ꢔꢸꢠ꣄ꢞꣁ,गुण्डा॑,கு3ண்டொ3,gund'o',guNDO,guṇḍŏ,guɳɖo,rowdy,போக்கிரி,Concepts,words
ꢔꢸꢠ꣄ꢞꢦꢥ꣄,गुण्डपन,கு3ண்ட3பன்,gund'apan,guNDapan,guṇḍapan,guɳɖəpən̪,rowdism,போக்கிரித்தனம்,Concepts,words
ꢪꢲꢶꢪꣁ,महिमा॑,மஹிமொ,mahimo',mahimO,mahimŏ,məɦɪmo,greatness,மகத்துவம்,Concepts,words
ꢪꢵꢲꢵꢡ꣄ꢪꣁ,माहात्मा॑,மாஹாத்மொ,maahaatmo',mAhAtmO,māhātmŏ,mɑːɦɑːt̪mo,great soul,மகாத்மா,Concepts,words
ꢪꢲꢵꢥ꣄,महान,மஹான்,mahaan,mahAn,mahān,məɦɑːn̪,greatman,மகான்,Concepts,words
ꢪꣁꢪ꣄ꢦꢸ,सा॑म्पु,ஸொம்பு,mo'mpu,mOmpu,mŏmpu,mompu,"enjoyment, pleasure",மகிழ்ச்சி,Concepts,words
ꢱꣁꢥ꣄ꢡꢸ,सा॑न्तु,ஸொந்து,so'ntu,sOntu,sŏntu,s̪on̪t̪u,"enjoyment, pleasure",மகிழ்ச்சி,Concepts,words
ꢫꢸꢮꢡꢶ,युवति,யுவதி,yuvati,yuvati,yuvati,juʋət̪ɪ,girl upto 16 years of age,மங்கை,Concepts,words
ꢪꢴꢸꢞꢦꢥ꣄,म्हुडपन,மு:ட3பன்,mhud'apan,mhuDapan,mhuḍapan,mɦuɖəpən̪,foolishness,மடத்தனம்,Concepts,words
ꢪꢴꢸꢞꣁ,म्हुडा॑,மு:டொ3,mhud'o',mhuDO,mhuḍŏ,mɦuɖo,fool,மடையன்,Concepts,words
ꢮꢱꢸꢥꣁ,वसुना॑,வஸுனொ,vasuno',vasunO,vasunŏ,ʋəs̪un̪o,fragrance,மணம்,Concepts,words
ꢕꢾꢥꢪ꣄,घ॑नम्,கெ4னம்,ghe'nam,ghEnam,ghĕnam,gʰen̪əm,respect,மதிப்பு,Concepts,words
ꢪꢾꢖ꣄ꢔꢶꢥꢶ,म॑ङ्गिनि,மெங்கி3னி,me'ngini,mEGgini,mĕṅgini,meŋgɪn̪ɪ,Drowsiness,மயக்கம்,Concepts,words
ꢪꢴꢸꢞꣁ,म्हुडा॑,மு:டொ3,mhud'o',mhuDO,mhuḍŏ,mɦuɖo,blockhead,மரமண்டையன்,Concepts,words
ꢪꣁꢬ꣄ꢔ꣄ꢫꢵꢡ꣄,मा॑र्ग्यात,மொர்க்3யாத்,mo'rgyaat,mOrgyAt,mŏrgyāt,moɾgjɑːt̪,respect,மரியாதை,Concepts,words
ꢧꢸꢭꢱ꣄ꢡꢾ,फुलस्ते,பு2லஸ்தே,phulaste',phulastE,phulastĕ,pʰuləs̪t̪e,Blooming/blossom,மலர்ச்சி,Concepts,words
ꢮꢶꢱꢸꢬ꣄,विसुर,விஸுர்,visur,visur,visur,ʋɪs̪uɾ,forgetfulness,மறதி,Concepts,words
ꢮꢾꢒꢸꢭ꣄,व॑गुल,வெகுல்,ve'kul,vEkul,vĕkul,ʋekul,confusion,மனக்கலக்கம்,Concepts,words
ꢪꣁꢥ꣄ꢥꢸ ꢒꢮ꣄ꢭꢶꢥꢶ,मा॑न्नु कव्लिनि,மொன்னு கவ்லினி,mo'nnu kavlini,mOnnu kavlini,mŏnnu kavlini,mon̪n̪u kəʋlɪn̪ɪ,confusion,மனக்கலக்கம்,Concepts,words
ꢪꣁꢥ꣄ꢥꢸ ꢯꢵꢥ꣄ꢡꢶ,म॓न्नु शान्ति,மொன்னு ஶாந்தி,mo'nnu shaanti,mOnnu zAnti,mŏnnu śānti,mon̪n̪u ʃɑːn̪t̪ɪ,peace of mind,மனச்சமாதானம்/மனச்சாந்தி,Concepts,words
ꢨꢵꢤꣁ,बाधा॑,பா3தொ4,baadho',bAdhO,bādhŏ,bɑːd̪ʰo,grievance,மனத்தாங்கல்,Concepts,words
ꢡ꣄ꢬꢸꢦ꣄ꢡꢶ,त्रुप्ति,த்ருப்தி,trupti,trupti,trupti,t̪ɾupt̪ɪ,fulfilment,மனநிறைவு,Concepts,words
ꢦꢬꢶꢦꢹꢬ꣄ꢠꢸ,परिपूर्णु,பரிபூர்ணு,paripoornu,paripUrNu,paripūrṇu,pəɾɪpuːɾɳu,fulfilment,மனநிறைவு,Concepts,words
ꢪꢥꣂꢩꢵꢮ꣄,मनोभाव,மனோபா4வ்,manobhaav,manobhAv,manobhāv,mən̪oːbʰɑːʋ,Feeling/ attitude,மனோபாவம்,Concepts,words
ꢪꢬ꣄ꢗꢶꢥꢶ,मर्चिनि,மர்சினி,marchini,marcini,marcini,məɾt͡ʃɪn̪ɪ,change,மாற்றம்,Concepts,words
ꢏꢬꢶꢮꢬ꣄ꢡꢥꣁ,परिवर्तना॑,பரிவர்தனொ,o'rivartano',OrivartanO,ŏrivartanŏ,oɾɪʋəɾt̪ən̪o,change,மாற்றம்,Concepts,words
ꢂꢮꢪꢵꢥ꣄,अवमान्,அவமான்,avamaan,avamAn,avamān,əʋəmɑːn̪,disgrace,மானக்கேடு,Concepts,words
ꢪꢵꢥ꣄,मान,மான்,maan,mAn,mān,mɑːn̪,prestige,மானம்,Concepts,words
ꢔꣃꢬꢮ꣄,गौरव,கௌ3ரவ்,gaurav,gaurav,gaurav,gəuɾəʋ,prestige,மானம்,Concepts,words
ꢔꢾꢡ꣄ꢡꢸ,ग॑त्तु,கெ3த்து,ge'ttu,gEttu,gĕttu,get̪t̪u,Ostentation/,மிடுக்கு,Concepts,words
ꢒꣁꢪ꣄ꢨꢳꢦꢥ꣄,का॑म्बळपन,கொம்ப்3ளபன்,ko'mbal'apan,kOmbaLapan,kŏmbal̤apan,kombəɭəpən̪,Softness/tenderness,மிருது,Concepts,words
ꢡꢶꢬ꣄ꢪꢵꢥ꣄,तिरमान,திர்மான்,tirmaan,tirmAn,tirmān,t̪ɪɾmɑːn̪,decision,முடிவு,Concepts,words
ꢦꢬꢶꢦꢒ꣄ꢮꢡꣁ,परिपक्वता॑,பரிபக்வதொ,paripakvato',paripakvatO,paripakvatŏ,pəɾɪpəkʋət̪o,maturity,முதிர்ச்சி,Concepts,words
ꢫꢡ꣄ꢡꢥ꣄,यत्तन,யத்தன்,yattan,yattan,yattan,jət̪t̪ən̪,Attempt/effort,முயற்சி,Concepts,words
ꢦ꣄ꢬꢫꢡ꣄ꢡꢥ꣄,प्रयत्तन,ப்ரயத்தன்,prayattan,prayattan,prayattan,pɾəjət̪t̪ən̪,Attempt/effort,முயற்சி,Concepts,words
ꢥꢴꢥ꣄ꢲꢱꣁ,न्हन्हसा॑,ந:ன்ஹஸொ,nhanhaso',nhanhasO,nhanhasŏ,n̪ɦən̪ɦəs̪o,smile,முறுவல்,Concepts,words
ꢪꢸꢒꢸꢭ꣄ꢲꢱꣁ,मुगुल्हसा॑,முகுல்ஹஸொ,mukulhaso',mukulhasO,mukulhasŏ,mukulɦəs̪o,smile,முறுவல்,Concepts,words
ꢆꢥ꣄ꢥꢡꢶ,उन्नति,உன்னதி,unnati,unnati,unnati,un̪n̪ət̪ɪ,development,முன்னேற்றம்,Concepts,words
ꢲꣁꢬꢮ꣄ꢥꢶ,होरव्नि,ஹோரவ்னி,ho'ravni,hOravni,hŏravni,ɦoɾəʋn̪ɪ,development,முன்னேற்றம்,Concepts,words
ꢂꢥ꣄ꢤꢮꢶꢯ꣄꣄ꢮꢵꢱ꣄,अन्धविश्वास,அந்த4விஶ்வாஸ்,andhavishvaas,andhavizvAs,andhaviśvās,ən̪d̪ʰəʋɪʃʋɑːs̪,blind belief/ superstition,மூடநம்பிக்கை,Concepts,words
ꢣꣁꢮ꣄ꢬꢦꢥ꣄,दा॑व्रपन,தொ3வ்ரபன்,do'vrapan,dOvrapan,dŏvrapan,d̪oʋɾəpən̪,old age,மூப்பு,Concepts,words
ꢪꢹꢬ꣄ꢓꢦꢥ꣄,मूर्खपन,மூர்க2பன்,moorkhapan,mUrkhapan,mūrkhapan,muːɾkʰəpən̪,rudeness,மூர்க்கத்தனம்,Concepts,words
ꢪꢹꢬ꣄ꢓꢸ,मूर्खु,மூர்கு2,moorkhu,mUrkhu,mūrkhu,muːɾkʰu,cruel person,மூர்க்கன்,Concepts,words
ꢥꢶꢙꢮꢡ꣄ꢡꣁ,निजवत्ता॑,நிஜவத்தொ,nijavatto',nijavattO,nijavattŏ,n̪ɪd͡ʒəʋət̪t̪o,truth,மெய்,Concepts,words
ꢱꢡ꣄ꢫ ꢮꢵꢒ꣄,सत्य वाक,ஸத்ய வாக்,satya vaak,satya vAk,satya vāk,s̪ət̪jə ʋɑːk,truth,மெய்,Concepts,words
ꢙꣁꢭꢶꢛ꣄ꢗꢶꢥꢶ,जा॑लिञ्चिनि,ஜொலிஞ்சினி,jo'linchini,jOliJcini,jŏliñcini,d͡ʒolɪɲt͡ʃɪn̪ɪ,shine,மெருகு,Concepts,words
ꢪ꣄ꢬꢸꢣꢸꢦꢥ꣄,म्रुदुपन,ம்ருது3பன்மெது3வுபன்,mrudupan,mrudupan,mrudupan,mɾud̪upən̪,softness,மென்மை,Concepts,words
ꢪꢾꢣꢸꢮꢸꢦꢥ꣄,म॑दुवुपन,ம்ருது3பன்மெது3வுபன்,me'duvupan,mEduvupan,mĕduvupan,med̪uʋupən̪,softness,மென்மை,Concepts,words
ꢪꢴꣁꢜ꣄ꢜꢦꢥ꣄,म्हा॑ट्टपन,மொ:ட்டபன்,mho't't'apan,mhOTTapan,mhŏṭṭapan,mɦoʈʈəpən̪,Greatness/ superiority,மேன்மை,Concepts,words
ꢪꢿꢜ꣄ꢦꢥ꣄,मेट्पन,மேட்பன்ஶ்ரேஷ்ட2பன்,met'pan,meTpan,meṭpan,meːʈpən̪,Greatness/ superiority,மேன்மை,Concepts,words
ꢯ꣄ꢬꢿꢰ꣄ꢝꢦꢥ꣄,श्रेष्ठपन,மேட்பன்ஶ்ரேஷ்ட2பன்,shresht'hapan,zreSThapan,śreṣṭhapan,ʃɾeːʂʈʰəpən̪,Greatness/ superiority,மேன்மை,Concepts,words
ꢪꣂꢲ꣄,मोह,மோஹ்,moh,moh,moh,moːɦ,infatuation,மோகம்,Concepts,words
ꢪꣂꢲ꣄,मोह,மோஸ்,moh,moh,moh,moːɦ,Cheating/gulling,மோசம்,Concepts,words
ꢪꣃꢥ꣄,मौन,மௌன்,maun,maun,maun,məun̪,silence,மௌனம்,Concepts,words
ꢂꢮꢵꢒ꣄,अवाक,அவாக்,avaak,avAk,avāk,əʋɑːk,silence,மௌனம்,Concepts,words
ꢫꢢꢵꢬ꣄ꢢꢮꢵꢣꢶ,यथार्थ्वादि,யதா2ர்த2வாதி3,yathaarthavaadi,yathArthavAdi,yathārthavādi,jət̪ʰɑːɾt̪ʰəʋɑːd̪ɪ,realist,யதார்த்தவாதி,Concepts,words
ꢫꣁꢗꢥꣁ,योचना॑,யோசனொ,yo'chano',yOcanO,yŏcanŏ,jot͡ʃən̪o,thought,யோசனை,Concepts,words
ꢬꢸꢗꢶ,रुचि,ருசி,ruchi,ruci,ruci,ɾut͡ʃɪ,taste,ருசி,Concepts,words
ꢮꢛ꣄ꢗꢥꣁ,वञ्चना॑,வஞ்சனொ,vanchano',vaJcanO,vañcanŏ,ʋəɲt͡ʃən̪o,betrayal,வஞ்சகம்,Concepts,words
ꢮꢛ꣄ꢗꢥꣁ ꢒꢾꢬ꣄ꢥꢵꢬ꣄,वञ्चना॑ क॑र्नार,வஞ்சனொ கெர்னார்,vanchano' ke'rnaar,vaJcanO kErnAr,vañcanŏ kĕrnār,ʋəɲt͡ʃən̪o keɾn̪ɑːɾ,Betrayer,வஞ்சகன்,Concepts,words
ꢮꢬ꣄ꢠꢥꣁ,वर्णना॑,வர்ணனொ,varnano',varNanO,varṇanŏ,ʋəɾɳən̪o,description,வருணனை,Concepts,words
ꢲꢾꢡꣁ,ह॑ता॑,ஹெதொ,he'to',hEtO,hĕtŏ,ɦet̪o,grief,வருத்தம்,Concepts,words
ꢮꢞ꣄ꢙꢥꢶ,वड्जनि,வட்3ஜனி,vad'jani,vaDjani,vaḍjani,ʋəɖd͡ʒən̪ɪ,fading,வாட்டம்,Concepts,words
ꢔ꣄ꢬꢵꢲꢒꣁ,ग्राहका॑,க்3ராஹகொ,graahako',grAhakO,grāhakŏ,gɾɑːɦəko,customer,வாடிக்கையாளர்,Concepts,words
ꢔ꣄ꢬꢵꢲꢶ,ग्राहि,க்3ராஹி,graahi,grAhi,grāhi,gɾɑːɦɪ,customer,வாடிக்கையாளர்,Concepts,words
ꢡꣂꢠꢸꢪ꣄ ꢤꣁꢮ꣄ꢳꣁ,दोणुम धा॑व्ळा॑,தோணும் தொ4வ்ளொ,tonum dho'vl'o',toNum dhOvLO,toṇum dhŏvl̤ŏ,t̪oːɳum d̪ʰoʋɭo,keeping mum,வாய்மூடித்தனம்,Concepts,words
ꢥꢶꢯꢨ꣄ꢣꢸ,निशब्दु,நிஸப்3து3,nishabdu,nizabdu,niśabdu,n̪ɪʃəbd̪u,keeping mum,வாய்மூடித்தனம்,Concepts,words
ꢮꢶꢒꢵꢬ꣄,विकार,விகார்,vikaar,vikAr,vikār,ʋɪkɑːɾ,ugliness,விகாரம்,Concepts,words
ꢒꢸꢬꢹꢦ꣄,कुरूप,குரூப்,kuroop,kurUp,kurūp,kuɾuːp,ugliness,விகாரம்,Concepts,words
ꢮꢶꢯ꣄꣄ꢮꢵꢱ꣄,विश्वास्,விஶ்வாஸ்,vishvaas,vizvAs,viśvās,ʋɪʃʋɑːs̪,faith,விசுவாசம்,Concepts,words
ꢮꢯ꣄꣄ꢮꢵꢱꢶ,विश्वासि,விஶ்வாஸி,vashvaasi,vazvAsi,vaśvāsi,ʋəʃʋɑːs̪ɪ,faithful person,விசுவாசி,Concepts,words
ꢃꢯ꣄꣄꣄ꢗꢬ꣄ꢫꢹ,आश्चर्यु,ஆஶ்சர்யு,aashcharyoo,AzcaryU,āścaryū,ɑːʃt͡ʃəɾjuː,wonder,வியப்பு,Concepts,words
ꢮꢶꢬꢲꢡꢵꢦ꣄,विरहताप,விரஹதாப்,virahataap,virahatAp,virahatāp,ʋɪɾəɦət̪ɑːp,pangs of separation,விரகம்,Concepts,words
ꢧꢵꢜ꣄,फाट,பா2ட்,phaat',phAT,phāṭ,pʰɑːʈ,crack,விரிசல்,Concepts,words
ꢨꢶꢬꢸꢣꢸ,बिरुदु,பி3ருது3,birudu,birudu,birudu,bɪɾud̪u,title,விருது,Concepts,words
ꢏꢦ꣄ꢦꢫꢶꢥꢶ,आ॑प्पयिनि,ஒப்பயினி,o'ppayini,Oppayini,ŏppayini,oppəjɪn̪ɪ,liking,விருப்பு,Concepts,words
ꢗꢡ꣄ꢬꢸ,चत्रु,ஶத்ரு,chatru,catru,catru,t͡ʃət̪ɾu,enmity,விரோதம்,Concepts,words
ꢮꢶꢮꢵꢣ꣄,विवाद्,விவாத்3,vivaad,vivAd,vivād,ʋɪʋɑːd̪,argument,விவாதம்,Concepts,words
ꢬꢦ꣄ꢡꣁ,रप्ता॑,ரப்தொ,rapto',raptO,raptŏ,ɾəpt̪o,custom,வழக்கம்,Concepts,words
ꢦꢬꣂꢦꢒꢵꢬꢶ,परोपकारि,பரோபகாரி,paropakaari,paropakAri,paropakāri,pəɾoːpəkɑːɾɪ,philanthropist,வள்ளல்,Concepts,words
ꢲꣁꢞꢶꢥꢶ,हा॑डिनि,ஹொடி3னி,ho'd'ini,hODini,hŏḍini,ɦoɖɪn̪ɪ,growth,வளர்ச்சி,Concepts,words
ꢣꢸꢒꢵꢭ꣄,दुकाल,து3கால்,dukaal,dukAl,dukāl,d̪ukɑːl,drought,வறட்சி,Concepts,words
ꢣꢸꢒꢵꢳ꣄꣄,दुकाळ,து3காள்,dukaal',dukAL,dukāl̤,d̪ukɑːɭ,drought,வறட்சி,Concepts,words
ꢡꢾꢬ꣄ꢒꢾ,त॑र्क॑,தெர்கெ,te'rke',tErkE,tĕrkĕ,t̪eɾke,awareness,விழிப்புணர்ச்சி,Concepts,words
ꢦ꣄ꢬꢙ꣄ꢛꣁ,प्रजञो,ப்ரஜ்ஞொ,prajnyo',prajJO,prajñŏ,pɾəd͡ʒɲo,awareness,விழிப்புணர்ச்சி,Concepts,words
ꢨꢶꢱ꣄ꢱꢦꢥ꣄,बिस्सपन,பி3ஸ்ஸபன்,bissapan,bissapan,bissapan,bɪs̪s̪əpən̪,quickness,விறுவிறுப்பு,Concepts,words
ꢨꢶꢱ꣄ꢱꣁ,बिस्सा॑,பி3ஸ்ஸொ,bisso',bissO,bissŏ,bɪs̪s̪o,quickness,விறுவிறுப்பு,Concepts,words
ꢤꣀꢬ꣄ꢫꢸ,धैर्यु,தை4ர்யொ,dhairyu,dhairyu,dhairyu,d̪ʰəɪɾju,bravery,வீரம்,Concepts,words
ꢤꣀꢬ꣄ꢫꢮꢵꢥ꣄,धैर्यवान्,தை4ர்யவான்,dhairyavaan,dhairyavAn,dhairyavān,d̪ʰəɪɾjəʋɑːn̪,brave man,வீரன்,Concepts,words
ꢤꣀꢬ꣄ꢫ ꢱ꣄ꢡꢶꢬꢶ,धैर्यस्तिरि,தை4ர்யவதி,dhairya stiri,dhairya stiri,dhairya stiri,d̪ʰəɪɾjə s̪t̪ɪɾɪ,brave woman,வீராங்கனை,Concepts,words
ꢨꣁꢞ꣄ꢠꢶ,पा॑ड्णि,பொட்3ணி,bo'd'ni,bODNi,bŏḍṇi,boɖɳɪ,falling,வீழ்ச்சி,Concepts,words
ꢙꢵꢭ꣄,जाल्,ஜாள்,jaal,jAl,jāl,d͡ʒɑːl,irritation,வெடுவெடுப்பு,Concepts,words
ꢲꢸꢥ꣄ꢥꢦꢥ꣄,हुन्नपन,ஹுன்னபன்),hunnapan,hunnapan,hunnapan,ɦun̪n̪əpən̪,hotness,வெம்மை,Concepts,words
ꢲꢸꢥ꣄ꢥꣁ,हुन्ना॑,ஹுன்னபன்),hunno',hunnO,hunnŏ,ɦun̪n̪o,hotness,வெம்மை,Concepts,words
ꢔꢷꢔ꣄,जीग,ஜீக்3,geeg,gIg,gīg,giːg,Success/victory,வெற்றி,Concepts,words
ꢆꢔ꣄ꢬꢡꣁ,उग्रता॑,உக்3ரதொ,ugrato',ugratO,ugratŏ,ugɾət̪o,fanaticism,வெறி,Concepts,words
ꢣ꣄ꢮꢾꢯ꣄,द्वेश्,த்3வேஷ்,dve'sh,dvEz,dvĕś,d̪ʋeʃ,hatred,வெறுப்பு,Concepts,words
ꢮꢿꢔ꣄,वेग,வேக்3,veg,veg,veg,ʋeːg,speed,வேகம்,Concepts,words
ꢯꣂꢒ꣄,शोक्,ஶோக்,shok,zok,śok,ʃoːk,thirst,வேட்கை,Concepts,words
ꢒꢹꢡ꣄,कुत,கூத்,koot,kUt,kūt,kuːt̪,fun,வேடிக்கை,Concepts,words
ꢓꢾꢳ꣄,खेळ,கே2ள்,khe'l',khEL,khĕl̤,kʰeɭ,fun,வேடிக்கை,Concepts,words
ꢩꢿꢣ꣄,भेद,பே4த்3,bhed,bhed,bhed,bʰeːd̪,difference,வேற்றுமை,Concepts,words
ꢮꣀꢬꢵꢔ꣄ꢫꢸ,वैराग्यु,வைராக்3யு,vairaagyu,vairAgyu,vairāgyu,ʋəɪɾɑːgju,obstinacy,வைராக்கியம்,Concepts,words
ꢂꢒ꣄ꢰꢬ꣄,अक्षर्,அக்ஷர்,akshar,akSar,akṣar,əkʂəɾ,syllable,அசை,Grammar,words
ꢂꢒ꣄ꢰꢵꢥ꣄ꢡꢬ꣄,अक्षान्तर्,அக்ஷாந்தர்,akshaantar,akSAntar,akṣāntar,əkʂɑːn̪t̪əɾ,coda,அசையீறு,Grammar,words
ꢮꢶꢯꢿꢰꢠꣁ ꢔꢸꢠꢶ,विसेषणा॑,விஸேஷணொ,visheshano' guni,vizeSaNO guNi,viśeṣaṇŏ guṇi,ʋɪʃeːʂəɳo guɳɪ,attribute,அடை,Grammar,words
ꢡꢵꢭꢸ ꢱꢨ꣄ꢣꢸ,तालुसब्दु,தாலுஸப்3து3,taalu sabdu,tAlu sabdu,tālu sabdu,t̪ɑːlu s̪əbd̪u,palatal sounds,அண்ண ஒலி,Grammar,words
ꢲꢬꢶꢞꢶ ꢱꢨ꣄ꢣꢸ,हरडिसब्दु,ஹரிடி3ஸப்3து3,harid'i sabdu,hariDi sabdu,hariḍi sabdu,ɦəɾɪɖɪ s̪əbd̪u,palatal sounds,அண்ண ஒலி,Grammar,words
ꢬꢹꢦꢮꢬ꣄ꢠꢶ,रूपवर्णि,ரூபவர்ணி,roopavarni,rUpavarNi,rūpavarṇi,ɾuːpəʋəɾɳɪ,figure of speech,அணி,Grammar,words
ꢂꢭꢖ꣄ꢒꢵꢬ꣄,अलङकार्,அலங்கார்,alankaar,alaGkAr,alaṅkār,ələŋkɑːɾ,figure of speech,அணி,Grammar,words
ꢬꢹꢦꢸ ꢥꢶꢬ꣄ꢪꢵꢥ꣄,रूपु निर्मान्,ரூபு நிர்மான்,roopu nirmaan,rUpu nirmAn,rūpu nirmān,ɾuːpu n̪ɪɾmɑːn̪,structure,அமைப்பு,Grammar,words
ꢩꢖ꣄ꢔꢶ ꢩꢵꢰꢥ꣄,बङगिभाषन्,ப4ங்கி3பா4ஷண்,bhangi bhaashan,bhaGgi bhASan,bhaṅgi bhāṣan,bʰəŋgɪ bʰɑːʂən̪,indirect speeeh,அயற் கூற்று,Grammar,words
ꢦꢬꣂꢰ ꢩꢵꢰꢠ꣄,परोक्षभाषण्,பரோக்ஷபா4ஷண்,parosha bhaashan,paroSa bhASaN,paroṣa bhāṣaṇ,pəɾoːʂə bʰɑːʂəɳ,indirect speeeh,அயற் கூற்று,Grammar,words
