source,target
ꢱꢾꢥ꣄ꢥꢸ,திருவிழா
ꢮꣀꢩꢮ꣄,திருவிழா
ꢡꢶꢥ꣄ꢥꢵꢳ꣄,திருவிழா
ꢬꢾꢡ꣄ꢡꢸꢱꢾꢥ꣄ꢥꢸ,தேர்த்திருவிழா
ꢩꢶꢠ꣄ꢞꢶꢥꢶ,நம்பிக்கை
ꢥꣁꢪ꣄ꢒꢾ,நம்பிக்கை
ꢱ꣄ꢮꢵꢔꢡꣁ,நல்வரவு
ꢡꢸꢜ꣄ꢫꢵꢥꢸ ꢲꣁꢬꢵꢜ꣄,நிக்கா
ꢕꢾꢜ꣄ꢜꢶꢮꢶꢞꣁ,நிச்சயத்தாம்பூலம்
ꢣꢿꢱ꣄,நிச்சயதார்த்தம்
ꢨꢠꢵꢭ꣄,பட்டாசு
ꢦꣁꢜ꣄ꢜꢵꢱ꣄,பட்டாசு
ꢱꢪ꣄ꢱ꣄ꢒꢺꢡꢶ,பண்பாடு
ꢪꢮ꣄ꢞꣁ,பந்தல்
ꢦꢵꢡꢶ,பந்தி
ꢦꢖ꣄ꢒ꣄ꢡꢶ,பந்தி
ꢩꣁꢔꢸꢪꢵꢥ꣄,பரிசு
ꢨꣁꢭꢶ,பலி
ꢬꣂꢙꢵ ꢧꢹꢭꢸꢦꢥꢶ,பன்னீர்
ꢦꢥ꣄ꢥꢷꢬ꣄ ꢓꢸꢪ꣄ꢨꢵꢮ꣄,பன்னீர்க்கும்பா
ꢦꢵꢞꣁ,பாடை
ꢣꢹꢡ ꣄ꢲꢸꢥ꣄ꢥꣁ ꢒꢾꢬꢱ꣄ꢡꢾ,பால்காய்ச்சுதல்
ꢣꢹꢡ꣄ ꢡꢮꢱ꣄ꢡꢾ,பால்காய்ச்சுதல்
ꢦꢶꢠ꣄ꢞꢸ,பிண்டம்
ꢆꢙꢾꢣꢶꢮꢱ꣄,பிறந்தநாள்
ꢆꢙꢾ ꢣꢶꢥ꣄ꢥꢸ,பிறந்தநாள்
ꢧꢹꢭꢸ ꢪꢸꢔ꣄ꢔꢸ,பூக்கோலம்
ꢔꢺꢲ ꢦ꣄ꢬꢮꢿꢱ꣄,புதுமனைப் புகுவிழா
ꢦꢸꢬꣁꢲꢶꢡ꣄,புரோகிதன்
ꢦꢸꢬꢾꢡ꣄,புரோகிதன்
ꢦꢸꢙꢬꢶ,பூசாரி
ꢗꢵꢭꢸ ꢮꢶꢱꢾꢯ꣄,பூப்புநீராட்டுவிழா
ꢨꢾꢜ꣄ꢒꢶ ꢱꢵꢱ꣄ꢡꢾ,பெண்பார்த்தல்
ꢥꢵꢪꢔꢬꢠꣁ,பெயர்சூட்டுதல்
ꢱꢾꢜ꣄ꢜꢶ,பெயர்சூட்டுதல்
ꢲꣁꢬꢵꢜꢸꢪꢮ꣄ꢞꣁ,மணப்பந்தல்
ꢥꣁꢮ꣄ꢬꢶ,மணமகள்
ꢥꣁꢮ꣄ꢬꣁ,மணமகன்/ மாப்பிள்ளை/ வரன்
ꢲꣁꢬꢵꢜꢸ ꢲꢵꢬ,மணமாலை
ꢲꣁꢬꢵꢜꢸ ꢦꢷꢝꢪ꣄,மணமேடை
ꢦꢣ꣄ꢣꢣꢶ,மரபு
ꢮꢡ꣄ꢒꢾ,மரபு
ꢦꢸꢥꢬ꣄ꢙꢾꢥ꣄ꢪꢸ,மறுபிறவி
ꢦꢷꢞꢸꢪꢸꢔ꣄ꢔꢸ,மாக்கோலம்
ꢲꢵꢬ꣄ꢧꢶꢬꢶꢕꢭ꣄ꢭꢶꢥꢶ,மாலைமாற்றல்
ꢪꢵꢭꣁ ꢪꢗ꣄ꢗꢸꢭꢱ꣄ꢡꢾ,மாலைமாற்றல்
ꢦꢵꢄ~ ꢪꢸꢣ꣄ꢣꢶ,மிஞ்சி
ꢮꢶꢛ꣄ꢗꢸ ꢨꣁꢜ꣄ꢜꢸ,மிஞ்சி
ꢒꢾꢥ꣄ꢥꢭ꣄,மொய்
ꢪꢸꢣ꣄ꢣꢶꢪꢬ꣄ꢗꢸꢭꢱ꣄ꢡꢾ,மோதிரம் மாற்றல்
ꢪꢴꢹꢬ꣄ꢡꢸ,முகூர்த்தம்
ꢭꢾꢔꢶꢥ꣄,முகூர்த்தம்
ꢪꢴꢸꢞꢨꢶꢠ꣄ꢞꢶꢥꢶ,மூட நம்பிக்கை
ꢱ꣄ꢮꢵꢔꢣ꣄,வரவேற்பு
ꢒꣀꢥꣁ ꢧꢶꢬꢞ꣄ꢥꢶ,வளைகாப்பு
ꢡꢥ꣄ꢣꢸ ꢡꣀꢥꢶ,வாய்க்கரிசி
ꢥꢥ꣄ꢣꢶꢥꢶ,வாழ்த்து
ꢙꣁꢪꢥ꣄,விருந்து
ꢔꣁꢬꢸ ꢆꢞ꣄ꢔꢠ꣄ꢠꢶ,ஜல்லிக்கட்டு
ꢙꢬ꣄,ஜாதகம்
ꢡ꣄ꢒꢾꢪ꣄ ꢦꢵꢥ꣄,ஜாதகம்
ꢂꢞꢸꢪꢹꢳ꣄,ஆணிவேர்
ꢬꢿꢒ꣄,பூவிதழ்
ꢣꢳꣁ,பூவிதழ்
ꢦꢵꢥ꣄,இலை
ꢦꢵꢥꢸꢥꢾꢬꢪ꣄,இலை நரம்பு
ꢔꢾꢠꢸꢒ꣄,கணு
ꢭꢫ꣄ꢞꣁ,கம்பு
ꢭꢔꢸꢞꣁ,கம்பு
ꢥꢴꢥ꣄ ꢚꢜ꣄ꢒꢶ,கன்று
ꢦꣁꢳ꣄ꢳꣁ,கனி
ꢦꢳ꣄ꢳꣁ,கனி
ꢒꢵꢪ꣄ꢨꢸ,காம்பு
ꢡꢵꢠ꣄,காம்பு
ꢒꢫ꣄ꢭꣁ,காய்
ꢔꢾꢙ꣄ꢙꢥꢵ ꢚꢵꢜ꣄,காளான்
ꢯꢵꢔꣁ,கிளை/ கொம்பு
ꢒꣁꢪ꣄ꢨꢸꢳꣁ ꢦꢵꢥ꣄,குருத்து
ꢦꣁꢱ꣄ꢒꢾ,குற்றுச்செடி
ꢔꢸꢳ꣄꣄ꢪꣁ,குற்றுச்செடி
ꢮꢶꢡ꣄ꢡꢸ,கொட்டை
ꢨꢷꢒ꣄,கொட்டை
ꢚꢳ꣄ꢳꣁ,கொடி
ꢮꢿꢭ꣄,கொடி
ꢒꣁꢪ꣄ꢪꣁ,கிளை
ꢱꢾꢒ꣄ꢒꢬ꣄ ꢒꢾꢳꢖ꣄ꢔꢸ,சர்க்கரைவள்ளி
ꢔꣂꢠ꣄꣄,சணல்
ꢔꣂꢥ꣄,சணல்
ꢡꢵꢡꢸꢪꢹꢳ꣄,சல்லிவேர்
ꢗꢾꢡ꣄ꢡꣁ,சுள்ளி
ꢚꢜ꣄ꢒꢶ,செடி
ꢨꣁꢥ꣄ꢣꢿ,வாழைத்தண்டு
ꢓꢜ꣄ꢜꢶ,தண்டு
ꢪꢸꢒꢸꢭꢸ ꢦꢵꢥ꣄,தளிர்
ꢗꢶꢒꢸꢬ꣄,தளிர்
ꢂꢖ꣄ꢒꢸꢬ꣄,தளிர்
ꢢꣁꢳ꣄꣄ꢗꢶ,துளசி
ꢗꢵꢫ꣄ꢦꢵꢥ꣄,தேயிலை
ꢜꢷ ꢦꢵꢥ꣄,தேயிலை
ꢪꢫ꣄,தேன்
ꢪꢤꢸ,தேன்
ꢡꢾꢥꢾ,தேன்
ꢣꢾꢙ꣄ꢙꢥꢵꢚꢵꢜ꣄,நாய்க்குடை
ꢱꢡꢶꢙꢵꢞ꣄,நாய்க்குடை
ꢥꢵꢡ꣄,நாற்று
ꢦꢷꢙꢵꢖ꣄ꢒꢸꢬ꣄,நாற்று
ꢤꢹꢪ꣄ꢦꢵꢥ꣄,புகையிலை
ꢱꢵꢳꢸ ꢦꢾꢫꢶꢬ꣄,நெற்பயிர்
ꢱꢵꢳꢸ ꢆꢦꢙꢵꢮ꣄,நெற்பயிர்
ꢦꢾꢫꢶꢬ꣄ ꢦꢠ꣄ꢜꣁ,நெற்பயிர்
ꢆꢦꢙꢵꢮ꣄,பயிர்
ꢨꢵꢛ꣄ꢙꢶ,பாசி
ꢦꢶꢥ꣄ꢣꣁ,பிஞ்சு
ꢨꢾꢡ꣄ꢡꢪ꣄ ꢮꢳ꣄ꢜꢶ,பிரம்பு
ꢦꣁꢣꢬ꣄,புதர்
ꢦꣁꢱ꣄ꢒꢾ,புல்
ꢲꢬꢳꢶ,அருகம்புல்
ꢧꢸꢭ꣄,பூ
ꢧꢸꢭꢶ ꢚꢜ꣄ꢒꢶ,பூச்செடி
ꢃꢳ꣄ꢮꢥꢶ ꢒꢾꢳꢖ꣄ꢔꢸ,மரச்சீனி/ மரவள்ளி
ꢓꢜꣁ,முள்
ꢪꣁꢭ꣄ꢒꣁ,முளை
ꢂꢖ꣄ꢒ꣄ꢬꣁ,முளை
ꢨꣁꢖ꣄ꢔꢸ,மூங்கில்
ꢪꢸꢔꢸꢭ꣄,மொட்டு
ꢪꢹꢳꢸꢒꢾꢳ꣄,அடிவாழை
ꢒꢿꢳꢸ ꢚꢵꢞ꣄,வாழை மரம்
ꢮꢶꢡ꣄ꢡꢸ,வித்து
ꢨꢷꢒ꣄,விதை
ꢪꢹꢭ꣄,வேர்
ꢆꢪ꣄ꢨ꣄ꢳꢵ ꢚꢵꢜ꣄,அத்தி மரம்
ꢦꢶꢪ꣄ꢦꢭ꣄ ꢚꢵꢜ꣄,அரச மரம்
ꢐꢞ ꢚꢵꢜ꣄,ஆல்
ꢪꢸꢱꢸꢠ꣄ꢞꢶꢚꢵꢜ꣄,நெட்டி
ꢚꢥ꣄ꢥꢶ,ஈச்சமார்
ꢚꢠ꣄ꢠꢶ,ஈச்சமார்
ꢭꢶꢪ꣄ꢨꢸ,எலுமிச்சை
ꢦꢬꢸꢠ꣄ꢞꣁ,ஓலை
ꢦꢶꢒ꣄ꢒꢾ ꢮꢾꢥ꣄ꢥꢸ,கதிர்
ꢲꢦ꣄ꢦꢭꢸꢚꢵꢜ꣄,கமுகு
ꢮꢶꢬ꣄ꢡꢵꢮꢸ ꢦꣁꢱ꣄ꢒꢾ,களை
ꢒꢾꢬ꣄ꢦꢵꢮꢸ ꢦꢵꢥ꣄,கறிவேப்பிலை
ꢱꢵꢓꣁ,கிளை/ கொம்பு
ꢄꢪ꣄ꢨꢸꢳꣁ,கொய்யா
ꢬꢵꢠꢸ ꢆꢳꢵ ꢧꢹꢭ꣄,கொன்றை
ꢥꢬꢳꢸ ꢥꢵꢬ꣄,தேங்காய் நார்
ꢪꢒꢬꢥ꣄ꢡ ꢓꣁꢭ꣄ꢜꢶ,சூல்முடி
ꢭꢫ꣄ꢞꣁ,தடி
ꢤꢾꢫ꣄ꢳꣁ,தண்டு
ꢥꢬꢳꢸ ꢚꢵꢃꢜ꣄,தெங்கு/தென்னை மரம்
ꢡꢿꢒ꣄ꢒꢸ ꢚꢵꢜ꣄,தேக்கு மரம்
ꢣꣁꢮ꣄ꢞꣁ,தொலி
ꢮꢭ꣄ꢒꢭꣁ,தோடு
ꢦꢜ꣄ꢜꢾ,தோடு
ꢙꢾꢪ꣄ꢦꢸ ꢚꢵꢜ꣄,நாவல் மரம்
ꢂꢪ꣄ꢨꢸꢳꢵ ꢚꢵꢜ꣄,நெல்லி மரம்
ꢦꢦ꣄ꢦꢵꢳꢶꢶ ꢚꢵꢜ꣄,பப்பாளி மரம்
ꢦꣁꢥ꣄ꢥꢶꢱꢸ ꢚꢵꢜ꣄,பலா மரம்
ꢡꢵꢞꢶ ꢚꢵꢜ꣄,பனை மரம்
ꢲꢦ꣄ꢦꢳꢸ ꢚꢵꢜ꣄,பாக்கு
ꢒꢵꢥꢸ ꢚꢵꢜ꣄,புங்கை மரம்
ꢡꢪꢵꢭ ꢚꢵꢜ꣄,புங்கை மரம்
ꢗꢷꢱꢸ꣄ ꢚꢵꢜ꣄,புளிய மரம்
ꢨꢵꢛ꣄ꢙꢶ,பூஞ்சானம்
ꢓꢱ꣄ꢭꣁ,பேரீச்சை
ꢚꢵꢜꢸ ꢬꢾꢥ꣄ꢡꢸ,மரப்பொந்து
ꢕꢸꢮ꣄ꢮꣁ,மரப்பொந்து
ꢚꢵꢜ꣄,மரம்
ꢒꢗ꣄ꢗꢪ꣄ꢨꢵ ꢚꢵꢜ꣄,மாமரம்
ꢪꢸꢥ꣄ꢣꢶꢬꢶ ꢚꢵꢜ꣄,முந்திரி
ꢱꢾꢮ꣄ꢒꢵ ꢚꢵꢜ꣄,முருங்கை
ꢨꣁꢖ꣄ꢔꢸ ꢚꢵꢜ꣄,மூங்கில்
ꢭꢷꢪꢸ ꢚꢵꢜ꣄,வேம்பு
ꢭꢾꢔꢸꢡ꣄ꢡꢵ ꢣꢶꢥ꣄ꢥꢸ,அடுத்த நாள்
ꢲꢣ꣄ꢣꢸꢬꢵꢡ꣄,அர்த்த ராத்திரி
ꢡꢾꢥ꣄ꢣꢸꢱ꣄,அன்று
ꢏꢬ꣄ꢱꢸ,ஆண்டு
ꢬꢵꢡ꣄,இரவு
ꢬꢵꢣꢶ,இரவு
ꢲꢶꢥ꣄ꢣꣁ,இன்று
ꢒꣂꢥ꣄ꢫ ꢣꢶꢥ꣄ꢥꢸ,என்று
ꢒꢵꢭꢸ,காலம்
ꢮꢿꢳ꣄,காலம்
ꢧꢭ꣄ꢡꢶ ꢧꢵꢬ꣄,காலை
ꢱꣁꢳ ꢶꢧꢵꢬ꣄,காலை
ꢧꣀꢭ ꢧꢵꢬ꣄,காலை
ꢣꢶꢥ꣄ꢥꢸ,கிழமை
ꢮꢵꢬ꣄,கிழமை
ꢱꢔꢨ꣄꣄ꢡꢸ,சகாப்தம்
ꢮꢿꢳ꣄,சமயம்
ꢮꢷꢳ꣄ ꢮꢾꢳꢸ,சாயங்காலம்
ꢮꢷꢳ꣄ ꢱꢾꢥ꣄ꢣꢸꢭꣁ,சாயங்காலம்
ꢪꢴꢞꣁ,திங்கள்
ꢣꢶꢥ꣄ꢥꢸ,தேதி
ꢣꢶꢥꢵꢖ꣄ꢒꢸ,தேதி
ꢣꢷꢱ꣄,நாள்
ꢱꣁꢥ꣄ꢣꣁ,நாளை
ꢦꣁꢬꢪ꣄,நாளை மறுநாள்
ꢥꢶꢪꢸꢰ꣄,நிமிடம்
ꢱꣂꢮꢸ ꢏꢬ꣄ꢱꢸ,நூற்றாண்டு
ꢱꢡꢵꢨ꣄ꢣꢶ,நூற்றாண்டு
ꢕꢾꢞꢶ,நேரம்
ꢮꢿꢳ꣄꣄,நேரம்
ꢒꢵꢭ꣄,நேற்று
ꢣꢷꢱ꣄,பகல்
ꢤꢸꢧꢵꢬꢶ,"பிற்பகல், மத்தியானம்"
ꢂꢜ꣄ꢜꢵꢱ꣄,"பிற்பகல், மத்தியானம்"
ꢕꢾꢞꢶ,மணி
ꢮꢾꢳ꣄꣄,மணி
ꢥꢶꢪꢸꢱ꣄,மணித்துளி
ꢱꣁꢥ꣄ꢣꣁ,மறுநாள்
ꢣꢸꢱꢸꢬꢥ꣄ꢣꢶ,மறுநாள்
ꢣꢸꢱ꣄ꢬꢥ꣄ꢣꢶ,மறுநாள்
ꢪꢴꢜꣁ,மாதம்
ꢮꢷꢳ꣄ꢜꣁ,மாலை
ꢦꣁꢬꢪ꣄,முந்தாநாள்
ꢧꣀꢭꢣꢷꢱ꣄,முற்பகல்
ꢮꢵꢬ꣄,வாரம்
ꢧꢭ꣄ꢡꢶꢧꢵꢬ꣄,விடிகாலை
ꢧꣀꢭꢧꢵꢬ꣄,விடிகாலை
ꢱꣁꢞꢒ ꣄ꢕꢾꢞꢶ,வினாடி
ꢫꢸꢒꢪ꣄,யுகம்
ꢂꢫ꣄ꢡ꣄ꢮꢵꢬ꣄,ஞாயிற்றுக் கிழமை
ꢱꣁꢪ꣄ꢮꢵꢬ꣄,திங்கள் கிழமை
ꢪꢖ꣄ꢔꢳ꣄ꢮꢵꢬ꣄,செவ்வாய்க் கிழமை
ꢨꢸꢤꢮꢵꢬ꣄,புதன் கிழமை
ꢨ꣄ꢬꢸꢲꢱ꣄ꢡꢮꢵꢬ꣄,வியாழக் கிழமை
ꢱꢸꢒ꣄ꢬꢮꢵꢬ꣄,வெள்ளிக் கிழமை
ꢱꢾꢥꢶꢮꢵꢬ꣄,சனிக் கிழமை
ꢂꢣꢶꢪꢤꢸꢬꢪ꣄,அதிமதுரம்
ꢡꢥ꣄ꢣꢸ,அரிசி
ꢍꢬꢠ꣄ꢞꣁ,ஆமணக்கு
ꢭꣁꢪ꣄ꢧꢹꢭ꣄,இலவங்கம்
ꢪꢷꢜ꣄,உப்பு
ꢆꢖ꣄ꢒꣁ,உமி
ꢣꢸꢱꣁ,உமி
ꢤꢹꢳ꣄꣄ꢪꢹꢳ꣄꣄,உருளைக் கிழங்கு
ꢒꢥ꣄ꢣꣁ,உள்ளி
ꢆꢞꢶꢡ꣄,உளுந்து
ꢡꢿꢭ꣄,எண்ணெய்
ꢡꢷꢳ꣄꣄,எள்ளு
ꢌꢭꣁ,ஏலம்
ꢏꢪꣁ,ஓமம்
ꢔꢱꢔꢱꢵꢭ꣄,கசகசா
ꢗꢾꢥ꣄ꢥꣁ,பொரிக்கடலை
ꢪꢴꢸꢬꢶ,கடுகு
ꢭꢮꢖ꣄ꢔ ꢦꢜ꣄ꢜꣀ,கருவாப்பட்டை
ꢓꢾꢠ꣄ꢞꢸ,கல்கண்டு
ꢄꢒ꣄ꢱꢸꢔꢾꢞ꣄ꢞꣁ,கல்கண்டு
ꢒꢸꢳꢶꢡ꣄,"காணம், கொள்ளு"
ꢒꢵꢦꢶꢩꢸꢬ꣄ꢒꣁ,காப்பிப்பொடி
ꢲꢶꢖ꣄ꢔꢸ,பெருங்காயம்
ꢒꢶꢱ꣄ꢪꢶꢱ꣄,கிஸ்மிஸ்
ꢒꢸꢖ꣄ꢒꢸꢪ꣄ꢧꢸꢭ꣄,குங்குமப்பூ
ꢒꢾꢱꢬꢶ,குங்குமப்பூ
ꢃꢬꢮꢭ꣄ꢭꢶ ꢩꢸꢬ꣄ꢒꣁ,கூழுமாவு
ꢬꢴꢔꢶ,கேழ்வரகு
ꢒꢿꢱꢬꢶꢩꢸꢬ꣄ꢒꣁ,கேசரி
ꢒꢗ꣄ꢗꢾꢥ꣄ꢥꣁ,கொண்டைக் கடலை
ꢤꢥꢶꢫꢵ,கொத்துமல்லி
ꢒꣁꢡ꣄ꢡꢪꢭ꣄ꢭꢶ,கொத்துமல்லி
ꢱꢸꢒ꣄ꢒꢾ ꢥꢬꢾꢭ꣄,கொப்பரைக் தேங்காய்
ꢕꣁꢪꢸ,கோதுமை
ꢕꣂꢪ ꢡꢥ꣄ꢣꢸ,கோதுமை
ꢱꢾꢒ꣄ꢒꢬ꣄,சர்க்கரை
ꢥꢶꢳꢪ꣄,சிறுபயிறு
ꢱꢶꢔꢵꢫ꣄ꢩꢸꢬ꣄ꢒꣁ,சிகைக் காய்ப்பொடி
ꢙꢶꢬꣁ,சீரகம்
ꢗꢾꢒ꣄ꢒꢬ꣄ ꢒꢾꢳꢖ꣄ꢒꢸ,சீனிக் கிழங்கு
ꢱꣁꢠ꣄ꢜꢶ,சுக்கு
ꢫꣂꢞ ꢪꢷꢜ꣄,சோடா உப்பு
ꢚꣁꢳ꣄ꢳꣁ,சோளம்
ꢒꣁꢠ꣄ꢞꣁ,தவிடு
ꢤꣂꢬꢸꢨꢾꢳꣁ,துவரம் பருப்பு
ꢤꣂꢬ꣄,துவரை
ꢥꢬꢸꢳꢸ ꢡꢾꢭ꣄,தேங்காய் எண்ணெய்
ꢜꢷ,தேயிலை
ꢗꣁꢒꢜ꣄ꢡꢾꢭ꣄,நல்லெண்ணெய்
ꢩꣁꢄꢄ ꢗꢾꢥ꣄ꢥꣁ,நிலக்கடலை
ꢒꢞꢭꢾ,நிலக்கடலை
ꢱꢵꢭ꣄,நெல்
ꢨꢾꢳꣁ,பருப்பு
ꢱꢶꢱ꣄ꢭꣁ,பலசரக்கு
ꢂꢦ꣄ꢦꢳ꣄,பாக்கு
ꢥꢶꢭꢪꢸ꣄ ꢨꢾꢳꣁ,பாசிப்பயிறு
ꢨꢵꢣꢵꢪ꣄,பாதாம் பருப்பு
ꢨꢵꢬ꣄ꢭꢶ,பார்லி
ꢤꢸꢪ꣄ꢦꢵꢥ꣄,புகையிலை
ꢲꢸꢞ ꢡꢥ꣄ꢣꢸ,புழுங்கல் அரிசி
ꢗꢷꢱ꣄,புளி
ꢪꢴꣁꢞ ꢙꢶꢬꣁ,பெருஞ்சீரகம்
ꢲꢳꢡ꣄,மஞ்சள்
ꢣꢶꢔꢬꢪ꣄,மண்ணெண்ணெய்
ꢦꢷꢜ꣄,மாவு
ꢪꢶꢬꢶ,மிளகு
ꢒꢵꢙꢸ,முந்திரிப் பருப்பு
ꢒꢾꢥ꣄ꢥꢸ,மொச்சைப் பயிறு
ꢬꢮꢾ,ரவை
ꢱꣁꢙ꣄ꢙꢶ,ரவை
ꢦꢹꢱꢸ ꢪꢶꢬꢶ,வால்மிளகு
ꢗꢫ꣄ꢭꢶ,வெஞ்சனம்
ꢪꢶꢡ꣄ꢡꢶ,வெந்தயம்
ꢔꢸꢳ꣄ꢳꢸ,வெல்லம்
ꢔꢸꢞ꣄ꢳꢸ,வெல்லம்
ꢒꢞꢭꢾ,வேர்க்கடலை
ꢙꢵꢡꢶ ꢒꢫ꣄ꢭꣁ,ஜாதிக்காய்
ꢤꢸꢪ꣄ꢨꢸꢬꢵꢱ꣄ꢜꢸ,சித்தரத்தை
ꢓꢙꢸꢬ꣄,பேரிச்சம்பழம்
ꢓꢱ꣄ꢭꣁ,பேரிச்சம்பழம்
ꢣꢫ꣄ꢬꣁ,இடது
ꢣꢫ꣄ꢬ,இடம்
ꢓꣃꢥꢱ꣄,கிழக்கு
ꢣꢶꢒ꣄ꢒꢸ,திக்கு
ꢣꢶꢱꣁ,திசை
ꢣꢾꢒ꣄ꢰꢠ꣄,தெற்கு
ꢣꢾꢒ꣄ꢰꢓꣃꢥꢱ꣄,தென்கிழக்க
ꢣꢾꢒ꣄ꢰꣁꢱ꣄ꢡꣁ,தென்மேற்கு
ꢆꢡ꣄ꢡꢬ꣄,வடக்கு
ꢆꢡ꣄ꢓꣃꢥꢱ꣄,வடகிழக்கு
ꢆꢡ꣄ꢲꣁꢱ꣄ꢡꣁ,வடமேற்கு
ꢙꢫ꣄ꢥꣁ,வலது
ꢙꢫ꣄ꢥ,வலம்
ꢂꢱ꣄ꢡꢪꢥꣁ,அஸ்தமனம்
ꢂꢒꢵꢯ꣄ ꢔꢾꢖ꣄ꢔꣁ,ஆகாயகங்கை
ꢂꢒꢵꢱ꣄,ஆகாயம்
ꢮꢵꢦ꣄,ஆவி
ꢦꢮꢶ,இடி
ꢦꢶꢞꢸ,இடி
ꢲꢥ꣄ꢣꢵꢬ꣄,இருட்டு
ꢔꢾꢮꢶ,இருட்டு
ꢆꢣꢫꢪ꣄,உதயம்
ꢱꢸꢬꢶꢡꢸ ꢥꢶꢒꢶꢭ꣄ꢥꢶ,உதயம்
ꢙꢵꢳꢸꢗꢸꢒ꣄ꢒꣁ,எரி நட்சத்திரம்
ꢂꢔꢗꢵꢭ꣄ ꢂꢫ꣄ꢣꢸ,ஏவுகணை
ꢦ꣄ꢬꢒ꣄ꢰꢾꢦꢥꣁ,ஏவுகணை
ꢕꢶꢬꢵꢠ꣄,கிரகணம்
ꢔꣁꢳ꣄꣄,கிரகம்
ꢒꢶꢬꢠ꣄,கிரணம்
ꢒꢿꢡꢸ,கேது
ꢗꢥ꣄ꢣ꣄ꢬ ꢕ꣄ꢬꢵꢠ꣄,சந்திர கிரகணம்
ꢗꢵꢥ꣄ꢣꢸ ꢕ꣄ꢬꢵꢠ꣄,சந்திர கிரகணம்
ꢗꢾꢥ꣄ꢣꢵꢪꢸ ꢕ꣄ꢬꢵꢠ꣄,சந்திர கிரகணம்
ꢗꢾꢥ꣄ꢣꢵꢪ꣄,சந்திரன்
ꢗꢵꢥ꣄ꢣꢸ,சந்திரன்
ꢱ꣄ꢥꢶ,சனி
ꢱꢾꢥꢶ,சனி
ꢱꢸꢒ꣄ꢒꢸꢬ꣄,சுக்கிரன்
ꢱꢸꢳꢶꢮꢬꣂ,சுழற்காற்று
ꢱꢹꢬ꣄ꢫ ꢕ꣄ꢬꢵꢠ꣄,சூரிய கிரகணம்
ꢱꢸꢬꢶꢡꢸ ꢪꢠ꣄ꢞꢭ꣄,சூரிய மண்டலம்
ꢱꢹꢬ꣄ꢫ ꢪꢠ꣄ꢞꢭ꣄,சூரிய மண்டலம்
ꢱꢸꢬꢶꢡ꣄,சூரியன்
ꢩꢵꢥꢸ,சூரியன்
ꢆꢦꢨ꣄ꢬꢲꣁ,செயற்கைக்கோள்
ꢪꢖ꣄ꢔꢳ꣄ ꢔ꣄ꢬꢲꣁ,செவ்வாய்
ꢱꢸꢬꢶꢡ,ஞாயிறு
ꢱꢬꢔ꣄ꢬꢲꣁ,துணைக்கிரகம்
ꢗꢶꢥꢸꢒ꣄,தூறல்
ꢗꢶꢖ꣄ꢒꢸꢭ꣄,தூறல்
ꢪꢵꢬꢸꢡ꣄,தென்றல்
ꢗꢸꢒ꣄ꢒꣁ,நட்சத்திரம்
ꢥꣁꢮ꣄ꢔꢶꢬꢲꢵꢥ꣄,நவக்கிரகம்
ꢗꢾꢥ꣄ꢣꢵꢪꢸ ꢲꢹꢙꢵꢭ꣄,நிலவு
ꢗꢥ꣄ꢣ꣄ꢬꢶꢒꣁ,நிலவு
ꢗꢥ꣄ꢣ꣄ꢬ ꢦ꣄ꢬꢩꣁ,நிலவு
ꢒꣃꢪꢸꢣꢶ,நிலவு
ꢗꢾꢥ꣄ꢡꢵꢪ꣄,நிலா
ꢗꢵꢥ꣄ꢣꢸ,நிலா
ꢄꢥ꣄ꢣꢸ,நிலா
ꢗꢥ꣄ꢣ꣄ꢬꢫꢵꢥ꣄,நிலாவூர்தி
ꢬꢸꢡꢸꢮꢬꣁ,பருவக்காற்று
ꢬꢸꢡꢸꢦꣁꢮ꣄ꢱ꣄,பருவ மழை
ꢪꣁꢖ꣄ꢗꢸ,பனி
ꢲꢶꢪꢵ ꢔꢾꢞ꣄ꢞꣁ,பனிக்கட்டி
ꢲꢶꢪꢵ ꢨꢶꢥ꣄ꢣꢸ,பனித்துளி
ꢐꢱꢸ ꢨꢶꢥ꣄ꢣꢸ,பனித்துளி
ꢨꢸꢤꣁ,புதன்
ꢨꢸꢤꣁ ꢔ꣄ꢬꢲꣁ,புதன்
ꢱꢸꢳꢶ ꢮꢬꣁ,புயல்
ꢩꢹ ꢃꢒꢬ꣄ꢰꢠ ꢯꢒ꣄ꢡꢶ,புவி ஈர்ப்புச்சக்தி
ꢪꢡ꣄ꢡꢶ ꢮꢬꣁ,மணல்காற்று
ꢦꣁꢮ꣄ꢱ꣄,மழை
ꢂꢱ꣄ꢡꢪꢵꢥ꣄,மறைவு
ꢮꢶꢣ꣄ꢫꢸꢡ꣄,மின்னல்
ꢪꢿꢕ꣄꣄,முகில்
ꢪꣁꢨ꣄ꢨꢸ,மோடம்
ꢬꢵꢲꢸ,ராகு
ꢮꢬꣁ,வளி
ꢦꢹꢱꢸ ꢗꢸꢒ꣄ꢒꣁ,வால் நட்சத்திரம்
ꢂꢒꢵꢰ꣄,வானம்
ꢲꢨꢵꢳ꣄,வானம்
ꢂꢒꢵꢱꢸ ꢮꢖ꣄ꢒꢜ꣄,வானவில்
ꢂꢒꢵꢱꢸ ꢤꢥꢸꢱ꣄,வானவில்
ꢄꢥ꣄ꢣ꣄ꢬ ꢤꢥꢸꢱ꣄,வானவில்
